"userid","artistid","weight","tagid"
1026,10771,572,6764
1026,10771,572,6763
1026,10771,572,6766
877,10772,338,NULL
877,10773,303,NULL
877,10774,290,NULL
1586,10774,22,NULL
877,10775,271,NULL
877,10776,267,NULL
950,10776,99,415
950,10776,99,386
877,10777,236,NULL
878,10778,144,NULL
878,10779,86,NULL
878,10780,69,NULL
878,10781,63,NULL
878,10782,60,769
878,10783,32,NULL
896,10784,447,NULL
1107,10784,421,NULL
1158,10784,146,NULL
1160,10784,563,NULL
1794,10784,242,NULL
2090,10785,369,NULL
1530,10793,343,NULL
1601,10794,502,190
881,10797,3468,33
881,10797,3468,5971
881,10797,3468,79
881,10798,1424,169
881,10798,1424,1249
881,10798,1424,5969
1070,10798,114,NULL
881,10799,1213,NULL
1582,10799,428,73
1582,10799,428,9959
1582,10799,428,9956
1582,10799,428,9955
1582,10799,428,9954
1582,10799,428,9953
1582,10799,428,9952
1582,10799,428,823
1582,10799,428,194
1582,10799,428,81
881,10800,733,NULL
881,10801,521,NULL
881,10802,235,NULL
1051,10802,628,NULL
881,10803,119,NULL
881,10804,106,NULL
1720,10804,494,25
1720,10804,494,5112
881,10805,64,NULL
881,10806,60,NULL
915,10806,593,NULL
882,10807,628,NULL
1161,10807,1016,141
1161,10807,1016,6095
1161,10807,1016,7550
882,10808,358,NULL
1521,10808,423,NULL
882,10809,343,NULL
1385,10809,285,NULL
882,10810,194,NULL
882,10811,118,NULL
1044,10812,236,127
1062,10814,34,NULL
1779,10820,118,NULL
1845,10820,146,NULL
884,10821,155,NULL
885,10822,806,3018
885,10822,806,24
885,10822,806,185
885,10822,806,366
885,10822,806,489
885,10822,806,632
885,10822,806,636
885,10822,806,654
885,10822,806,658
885,10822,806,664
885,10822,806,689
885,10822,806,830
885,10822,806,1204
885,10822,806,2348
885,10822,806,2690
885,10822,806,3825
885,10822,806,3876
885,10822,806,4086
885,10822,806,4087
885,10822,806,5983
885,10822,806,5984
885,10822,806,5985
885,10822,806,5986
885,10822,806,5987
885,10822,806,5988
885,10822,806,5989
885,10822,806,5990
885,10822,806,5991
885,10822,806,5992
885,10822,806,5993
885,10823,191,NULL
886,10824,276,5995
886,10825,67,NULL
886,10826,42,NULL
886,10827,37,NULL
1146,10827,2696,NULL
887,10828,662,6000
887,10828,662,387
887,10828,662,195
887,10828,662,3265
887,10828,662,528
887,10829,161,3701
887,10829,161,547
887,10829,161,83
887,10829,161,387
887,10830,154,NULL
887,10831,136,NULL
1751,10831,63,NULL
1779,10831,172,NULL
1853,10831,197,NULL
887,10832,122,4782
887,10832,122,76
887,10832,122,82
887,10832,122,195
887,10832,122,6006
887,10833,103,76
887,10833,103,1889
887,10833,103,5997
1110,10833,398,7287
1110,10833,398,1889
1110,10833,398,385
1358,10833,1128,NULL
1556,10833,718,NULL
887,10834,100,NULL
887,10835,80,NULL
887,10836,74,NULL
1614,10836,831,NULL
888,10837,706,NULL
1134,10837,11,NULL
888,10838,476,NULL
888,10839,304,NULL
1547,10839,525,NULL
888,10840,255,184
888,10841,228,90
888,10842,224,327
888,10843,179,NULL
888,10844,162,NULL
889,10845,643,NULL
889,10846,419,NULL
889,10847,212,NULL
1123,10847,702,NULL
1173,10847,243,NULL
1859,10847,1,NULL
1914,10847,1321,242
1914,10847,1321,25
1914,10847,1321,850
1914,10847,1321,78
1914,10847,1321,181
1914,10847,1321,185
889,10848,208,NULL
1062,10848,62,NULL
1123,10848,800,NULL
1340,10848,404,NULL
889,10849,201,NULL
1212,10849,726,NULL
889,10850,151,NULL
890,10851,49,NULL
2042,10851,235,NULL
890,10852,21,NULL
890,10853,20,NULL
891,10854,322,NULL
891,10855,281,NULL
891,10856,223,1208
891,10856,223,18
891,10856,223,1266
891,10856,223,1422
891,10856,223,2901
891,10856,223,6014
891,10856,223,6015
891,10856,223,6016
891,10856,223,234
891,10856,223,238
891,10857,191,NULL
979,10857,239,189
1551,10857,664,NULL
891,10858,182,86
891,10858,182,18
891,10858,182,6020
891,10858,182,2885
891,10858,182,6013
891,10858,182,575
891,10859,175,NULL
979,10859,338,189
1079,10859,628,NULL
1495,10859,14,NULL
1679,10859,1511,NULL
1760,10859,144,189
1760,10859,144,61
891,10860,151,NULL
891,10861,142,NULL
1604,10864,250,NULL
1172,10865,158,NULL
1748,10865,248,NULL
2053,10865,292,1365
2056,10865,8,NULL
1604,10867,449,NULL
1604,10870,397,NULL
1679,10870,190,7
1679,10870,190,1365
1679,10870,190,130
1679,10870,190,190
893,10871,7666,NULL
893,10872,2780,NULL
893,10873,1533,NULL
1912,10873,79,NULL
893,10874,1431,NULL
893,10875,1176,NULL
893,10876,1061,NULL
1912,10876,94,NULL
893,10877,948,NULL
893,10878,937,NULL
1912,10878,58,NULL
893,10879,477,NULL
1912,10879,105,NULL
893,10880,344,NULL
893,10881,251,NULL
893,10882,210,NULL
893,10883,202,NULL
1912,10883,669,11677
1912,10883,669,5195
1912,10883,669,304
1912,10883,669,30
1912,10883,669,11678
1912,10883,669,5414
893,10884,195,NULL
893,10885,124,NULL
1912,10885,330,NULL
893,10886,116,NULL
1723,10889,79,NULL
993,10890,64,6541
993,10890,64,1322
1751,10890,41,NULL
1073,10891,249,NULL
1700,10891,67,33
1700,10891,67,83
1700,10891,67,4273
1700,10891,67,7465
1700,10891,67,2336
2036,10891,260,NULL
1495,10892,10,NULL
1382,10893,455,NULL
2100,10894,705,NULL
1018,10895,504,NULL
1493,10895,142,NULL
895,10897,390,NULL
1193,10897,4443,182
1193,10897,4443,7752
1193,10897,4443,181
1574,10897,1025,NULL
1586,10897,33,NULL
895,10898,286,NULL
895,10899,204,NULL
896,10900,4708,6031
975,10900,1017,NULL
1658,10900,475,NULL
896,10901,2863,6031
1658,10901,228,NULL
896,10902,671,NULL
1500,10902,125,NULL
896,10903,472,NULL
896,10904,434,NULL
896,10905,428,NULL
897,10906,157,83
897,10907,153,NULL
897,10908,127,NULL
897,10909,79,297
897,10910,71,NULL
929,10910,103,NULL
1094,10910,296,NULL
897,10911,64,NULL
897,10912,61,NULL
1882,10912,163,NULL
2036,10912,196,NULL
897,10913,48,NULL
897,10914,47,NULL
1005,10914,692,NULL
897,10915,39,NULL
897,10916,34,NULL
897,10917,21,NULL
1553,10917,1095,30
1553,10917,1095,4070
1553,10917,1095,1097
1553,10917,1095,977
1553,10917,1095,127
898,10918,216,NULL
1054,10918,808,NULL
1761,10918,54,NULL
1784,10918,381,NULL
899,10919,314,NULL
899,10920,301,6081
899,10921,256,NULL
899,10922,255,NULL
899,10923,254,NULL
899,10924,249,NULL
1836,10924,4,NULL
1872,10924,366,NULL
900,10925,1367,6084
900,10926,797,NULL
900,10927,568,NULL
900,10928,499,NULL
900,10929,476,NULL
1974,10929,184,NULL
900,10930,461,NULL
900,10931,349,NULL
1028,10931,194,NULL
1902,10931,472,NULL
1999,10931,369,NULL
900,10932,309,NULL
900,10933,263,NULL
900,10934,220,NULL
900,10935,216,6094
900,10936,203,NULL
1335,10936,138,NULL
900,10937,192,6091
1930,10937,482,NULL
900,10938,187,NULL
900,10939,175,NULL
900,10940,171,NULL
900,10941,160,NULL
900,10942,158,NULL
1994,10943,74,NULL
903,10952,2687,NULL
903,10953,2162,NULL
903,10954,1876,NULL
903,10955,1603,NULL
961,10955,88,NULL
1599,10955,188,NULL
1857,10955,546,NULL
1951,10955,247,11877
903,10956,1416,NULL
1236,10956,2390,NULL
1358,10956,682,NULL
2060,10956,137,NULL
903,10957,928,NULL
903,10958,536,NULL
904,10959,75,NULL
904,10960,51,NULL
904,10961,48,84
904,10961,48,389
1981,10961,529,389
1981,10961,529,84
1981,10961,529,81
1981,10961,529,73
1981,10961,529,79
1981,10961,529,296
904,10962,40,78
904,10962,40,72
904,10962,40,184
906,10963,1030,NULL
1546,10963,313,NULL
906,10964,1019,NULL
1473,10964,219,NULL
906,10965,510,NULL
906,10966,477,NULL
906,10967,341,NULL
1001,10967,200,NULL
1139,10967,425,NULL
1768,10967,203,NULL
1988,10967,103,NULL
907,10968,312,NULL
1411,10968,62,NULL
907,10969,174,NULL
952,10969,75,NULL
962,10969,256,NULL
990,10969,890,NULL
1063,10969,103,NULL
1211,10969,132,NULL
1271,10969,264,NULL
1367,10969,374,NULL
1594,10969,409,321
1594,10969,409,10005
1744,10969,1,NULL
1883,10969,2405,NULL
907,10970,155,NULL
1271,10970,297,292
1271,10970,297,3600
907,10971,152,NULL
1275,10971,728,8253
1275,10971,728,252
1275,10971,728,192
907,10972,137,NULL
908,10973,90,82
1604,10973,500,NULL
908,10974,75,NULL
1841,10974,132,NULL
908,10975,49,NULL
908,10976,36,NULL
908,10977,35,1
979,10977,273,1
1865,10977,243,72
1865,10977,243,1365
1865,10977,243,130
1865,10977,243,73
1865,10977,243,1
908,10978,34,NULL
1748,10978,153,NULL
908,10979,32,NULL
908,10980,31,NULL
908,10981,30,NULL
908,10982,28,NULL
909,10983,1643,370
909,10983,1643,3726
909,10984,436,NULL
909,10985,207,6144
909,10985,207,3726
909,10986,80,NULL
910,10987,1905,NULL
1278,10987,217,4676
1278,10987,217,24
1278,10987,217,39
1278,10987,217,188
1278,10987,217,200
1278,10987,217,206
1278,10987,217,508
1278,10987,217,730
1278,10987,217,781
1278,10987,217,8258
1278,10987,217,8260
1278,10987,217,8264
910,10988,1128,NULL
1311,10988,214,NULL
910,10989,1001,NULL
1298,10989,68,NULL
1311,10989,184,NULL
1533,10989,3416,NULL
910,10990,974,NULL
910,10991,953,NULL
1453,10991,164,NULL
911,10992,179,NULL
1437,10992,19,NULL
1492,10992,24,NULL
1577,10992,249,NULL
912,10993,6406,1722
914,10993,1942,432
912,10994,939,1247
912,10995,686,NULL
912,10996,659,73
914,10997,487,NULL
1116,10997,15,NULL
1662,10997,172,167
1662,10997,172,13
914,10998,388,NULL
1865,10998,744,NULL
915,10999,656,376
915,11000,393,NULL
1047,11000,110,NULL
915,11001,315,194
915,11002,270,NULL
915,11003,251,NULL
915,11004,217,NULL
921,11004,1170,741
921,11004,1170,33
921,11004,1170,67
1853,11004,276,NULL
915,11005,203,NULL
915,11006,191,NULL
1035,11006,2,NULL
1158,11006,153,NULL
916,11007,1719,184
916,11007,1719,1462
916,11008,892,NULL
916,11009,788,NULL
916,11010,785,405
916,11010,785,24
1292,11010,19,NULL
1369,11010,57,NULL
1834,11010,5,NULL
916,11011,452,693
916,11011,452,823
916,11011,452,1754
916,11011,452,24
916,11012,405,24
916,11012,405,49
916,11012,405,693
916,11012,405,823
916,11012,405,1754
916,11013,344,109
916,11013,344,24
916,11013,344,1754
916,11013,344,405
916,11013,344,1462
916,11014,316,NULL
916,11015,268,109
916,11015,268,693
916,11015,268,823
916,11015,268,1754
916,11016,262,184
916,11016,262,1462
916,11017,239,184
916,11017,239,1462
917,11018,1316,NULL
1157,11018,318,NULL
1670,11018,93,NULL
1921,11018,2475,NULL
1101,11019,388,5611
1101,11019,388,33
1101,11019,388,14
1101,11019,388,7214
2030,11020,97,18
1236,11021,776,NULL
1781,11023,47,NULL
1704,11024,38,NULL
919,11030,954,NULL
2031,11030,9180,NULL
919,11031,734,130
919,11031,734,18
1393,11031,1311,396
1877,11031,53,NULL
920,11032,85,NULL
1375,11032,217,NULL
921,11033,1527,70
921,11033,1527,18
921,11033,1527,195
1888,11033,84,NULL
921,11034,1394,NULL
921,11035,1028,741
921,11035,1028,67
921,11035,1028,33
921,11036,1024,5939
921,11037,944,1323
921,11037,944,195
921,11037,944,6164
921,11038,888,1323
921,11038,888,6164
921,11038,888,195
1614,11038,880,NULL
921,11039,730,181
921,11039,730,5939
921,11039,730,67
921,11040,709,6164
921,11040,709,1323
921,11040,709,195
921,11041,626,33
921,11041,626,67
921,11041,626,181
921,11042,580,5939
1362,11042,556,NULL
1660,11042,133,NULL
1720,11042,780,NULL
1760,11042,230,194
1760,11042,230,181
1825,11042,45,230
921,11043,549,123
921,11043,549,6163
921,11043,549,6162
921,11044,543,195
921,11044,543,1323
921,11044,543,6164
921,11045,526,6165
921,11046,517,5939
921,11046,517,1222
921,11046,517,181
921,11046,517,79
921,11047,495,1323
921,11047,495,6164
922,11048,130,6170
922,11048,130,6171
922,11048,130,18
922,11049,78,230
922,11049,78,81
922,11049,78,1911
922,11049,78,6170
922,11049,78,6172
1982,11049,200,NULL
922,11050,61,526
922,11050,61,13
922,11050,61,21
922,11050,61,26
922,11050,61,27
922,11050,61,130
922,11050,61,824
1553,11050,222,526
1553,11050,222,130
922,11051,49,83
922,11051,49,20
922,11051,49,22
922,11051,49,130
922,11051,49,406
922,11051,49,432
922,11051,49,1627
922,11051,49,6171
922,11051,49,13
922,11052,45,79
922,11052,45,81
922,11052,45,230
922,11052,45,391
922,11052,45,393
922,11052,45,1198
922,11052,45,6172
922,11052,45,21
922,11052,45,26
1495,11052,12,NULL
922,11053,41,230
922,11053,41,6172
922,11053,41,601
1377,11055,5515,NULL
1270,11056,99,NULL
1444,11061,509,NULL
924,11062,336,6193
924,11062,336,6181
1116,11062,19,NULL
924,11063,298,6203
1113,11063,105,NULL
1116,11063,14,NULL
1180,11063,32,NULL
924,11064,265,NULL
1116,11064,16,NULL
924,11065,222,6198
924,11066,196,NULL
1116,11066,16,NULL
924,11067,195,NULL
1113,11067,176,NULL
1116,11067,15,NULL
1578,11067,155,NULL
924,11068,170,NULL
924,11069,169,6200
942,11069,1,NULL
1113,11069,167,191
1116,11069,29,NULL
1593,11069,101,NULL
924,11070,166,6174
1116,11070,20,NULL
1516,11070,37,NULL
1662,11070,532,NULL
924,11071,163,NULL
1116,11071,17,NULL
924,11072,160,NULL
924,11073,153,NULL
924,11074,129,6184
1090,11074,12,NULL
924,11075,127,NULL
924,11076,126,NULL
1116,11076,18,NULL
1533,11076,1303,NULL
924,11077,123,NULL
1116,11077,14,NULL
924,11078,117,NULL
1662,11078,547,NULL
924,11079,114,6173
1965,11079,177,11956
924,11080,112,6176
1113,11080,105,NULL
1116,11080,24,NULL
1282,11080,235,NULL
924,11081,111,NULL
1435,11081,93,NULL
924,11082,110,NULL
1311,11082,100,NULL
1791,11082,123,NULL
924,11083,108,NULL
1116,11083,13,NULL
925,11084,1807,NULL
990,11084,259,NULL
1233,11084,1074,2580
1233,11084,1074,18
1233,11084,1074,319
1233,11084,1074,512
1233,11084,1074,187
1658,11084,555,NULL
1852,11084,137,NULL
1974,11084,223,352
1974,11084,223,12026
1974,11084,223,319
1974,11084,223,368
1974,11084,223,356
1974,11084,223,42
2071,11084,64,12549
925,11085,670,NULL
1819,11085,22,NULL
1833,11085,285,NULL
926,11086,1211,NULL
926,11087,478,61
1125,11087,48,NULL
1865,11087,2986,61
1865,11087,2986,73
926,11088,414,9
926,11088,414,574
926,11088,414,6213
1621,11088,76,NULL
926,11089,405,6213
926,11089,405,1447
926,11089,405,18
926,11090,372,6213
926,11090,372,18
926,11091,348,1738
926,11091,348,18
926,11091,348,1447
926,11092,295,6213
926,11092,295,9
926,11092,295,503
926,11092,295,1447
926,11093,279,86
926,11093,279,1447
1827,11093,523,NULL
926,11094,262,NULL
1621,11094,34,NULL
926,11095,255,6213
926,11096,247,1738
926,11096,247,574
926,11097,245,NULL
926,11098,219,574
926,11099,214,14
926,11099,214,59
926,11099,214,574
926,11100,214,9
926,11101,205,396
926,11102,205,NULL
926,11103,196,9
926,11103,196,6213
1621,11103,50,67
926,11104,189,1447
926,11104,189,9
926,11105,189,574
926,11105,189,14
926,11106,186,6213
454,11107,280,NULL
926,11107,184,86
926,11107,184,1447
926,11108,180,NULL
926,11109,176,14
926,11109,176,59
926,11110,175,1447
926,11111,171,1447
926,11112,164,9
1393,11112,341,NULL
926,11113,161,574
926,11114,157,6213
926,11115,157,1738
926,11116,154,6213
926,11117,153,6213
926,11117,153,18
926,11118,149,503
926,11118,149,15
926,11118,149,3244
927,11119,498,NULL
927,11120,494,1
927,11121,443,NULL
927,11122,425,78
927,11122,425,73
1156,11122,463,NULL
928,11123,95,33
928,11123,95,5558
928,11123,95,309
928,11123,95,187
928,11123,95,47
928,11123,95,15
928,11123,95,13
928,11124,35,NULL
1223,11124,813,NULL
1617,11124,129,NULL
1914,11124,297,445
1914,11124,297,829
1914,11124,297,134
928,11125,32,NULL
928,11126,31,NULL
1557,11126,197,47
928,11127,27,NULL
928,11128,26,NULL
936,11128,393,NULL
1284,11128,614,NULL
1975,11128,301,NULL
1991,11128,53,NULL
928,11129,25,NULL
928,11130,25,NULL
928,11131,24,NULL
1101,11131,407,NULL
929,11132,892,6231
929,11132,892,6229
929,11132,892,6230
929,11133,183,NULL
929,11134,178,NULL
929,11135,144,NULL
929,11136,111,NULL
929,11137,101,NULL
929,11138,88,6232
929,11139,83,NULL
1069,11139,212,NULL
1401,11139,290,NULL
2000,11139,8769,NULL
929,11140,82,NULL
929,11141,79,NULL
929,11142,76,NULL
929,11143,72,NULL
929,11144,69,NULL
929,11145,66,NULL
929,11146,65,NULL
1230,11146,6,191
1230,11146,6,184
1230,11146,6,7995
1230,11146,6,7996
1230,11146,6,7997
929,11147,65,NULL
1667,11147,9,NULL
929,11148,64,NULL
929,11149,64,NULL
929,11150,63,NULL
929,11151,60,NULL
929,11152,60,NULL
929,11153,57,NULL
930,11154,2109,6236
930,11154,2109,6235
930,11154,2109,6238
930,11154,2109,6237
930,11154,2109,6233
971,11154,59,NULL
930,11155,1405,NULL
1130,11155,76,NULL
1387,11155,89,130
1547,11155,140,NULL
1570,11155,389,NULL
1823,11155,321,NULL
2040,11155,74,NULL
2076,11155,93,NULL
930,11156,758,NULL
930,11157,739,NULL
1143,11157,93,NULL
930,11158,516,NULL
1678,11158,52,NULL
931,11159,202,82
931,11159,202,4782
931,11159,202,5
931,11159,202,442
1287,11159,52,NULL
931,11160,180,91
931,11160,180,386
931,11160,180,1
931,11161,128,NULL
931,11162,105,NULL
931,11163,85,NULL
931,11164,77,181
931,11165,76,NULL
932,11166,1275,NULL
932,11167,1051,NULL
932,11168,735,NULL
932,11169,468,NULL
932,11170,417,NULL
1041,11170,70,NULL
1372,11170,164,NULL
2045,11170,139,NULL
932,11171,414,6243
963,11171,52,NULL
932,11172,402,NULL
932,11173,259,NULL
932,11174,249,NULL
932,11175,247,NULL
932,11176,232,NULL
933,11177,4023,6249
933,11177,4023,79
933,11177,4023,3507
933,11177,4023,6244
933,11177,4023,6250
967,11177,264,NULL
1439,11177,1333,NULL
1565,11177,219,NULL
933,11178,557,543
933,11179,385,528
1918,11179,30,NULL
933,11180,373,NULL
933,11181,366,NULL
1286,11181,341,NULL
1313,11181,310,NULL
933,11182,330,NULL
967,11182,72,NULL
1816,11182,408,3507
934,11183,174,NULL
934,11184,102,NULL
934,11185,95,NULL
935,11186,284,199
935,11186,284,30
935,11186,284,309
935,11186,284,408
1621,11186,42,NULL
1774,11186,35,NULL
1827,11186,579,NULL
935,11187,188,18
935,11187,188,575
935,11188,140,600
935,11188,140,30
935,11188,140,18
935,11188,140,408
935,11189,99,61
935,11190,96,565
935,11190,96,18
935,11191,91,47
1101,11191,424,NULL
935,11192,91,NULL
1841,11192,336,NULL
935,11193,87,564
980,11193,129,NULL
982,11193,82,NULL
1231,11193,173,564
935,11194,86,NULL
1800,11194,7,187
1800,11194,7,18
935,11195,80,86
935,11195,80,30
935,11196,80,NULL
935,11197,69,86
935,11198,69,74
935,11198,69,601
935,11198,69,86
935,11198,69,18
935,11199,69,600
935,11199,69,18
936,11200,1422,6256
936,11200,1422,34
936,11200,1422,47
936,11200,1422,187
936,11200,1422,1469
1474,11200,256,NULL
1477,11200,20,NULL
936,11201,1264,187
936,11201,1264,14
936,11201,1264,570
936,11201,1264,6256
936,11201,1264,18
936,11201,1264,34
936,11201,1264,47
936,11202,682,NULL
1477,11202,19,NULL
936,11203,459,18
936,11203,459,34
936,11203,459,6258
936,11203,459,396
936,11203,459,47
936,11203,459,6256
936,11203,459,2184
936,11203,459,187
936,11203,459,213
936,11203,459,1469
936,11203,459,13
936,11203,459,6257
936,11203,459,309
936,11203,459,574
936,11203,459,570
936,11203,459,14
936,11203,459,364
936,11203,459,15
936,11204,450,47
936,11204,450,102
936,11204,450,6259
1204,11204,218,NULL
1689,11204,242,713
1772,11204,553,NULL
1874,11204,382,NULL
936,11205,406,309
936,11205,406,187
936,11205,406,47
936,11205,406,34
936,11205,406,18
936,11205,406,14
936,11205,406,396
936,11205,406,570
1477,11205,33,NULL
936,11206,404,NULL
1427,11206,385,NULL
1557,11206,297,47
1622,11206,138,NULL
1801,11206,44,195
936,11207,368,14
936,11207,368,6256
936,11207,368,187
936,11207,368,18
936,11207,368,13
1167,11207,86,NULL
936,11208,350,NULL
2006,11208,844,NULL
936,11209,323,6256
1557,11209,644,47
936,11210,296,NULL
936,11211,292,NULL
2005,11211,430,NULL
1473,11213,66,NULL
1581,11215,1049,NULL
938,11217,3150,NULL
1177,11217,1232,712
1177,11217,1232,1505
1177,11217,1232,4549
1177,11217,1232,7644
1177,11217,1232,7643
1177,11217,1232,7640
1177,11217,1232,7646
1177,11217,1232,183
1373,11217,455,NULL
2019,11217,2588,12266
2019,11217,2588,4549
2019,11217,2588,185
938,11218,1108,4549
938,11218,1108,6264
938,11218,1108,1252
938,11218,1108,6263
938,11219,1088,NULL
2071,11219,51,12549
2071,11219,51,199
938,11220,711,NULL
938,11221,583,NULL
1988,11221,91,NULL
938,11222,576,NULL
1373,11222,246,NULL
938,11223,555,NULL
1015,11223,144,NULL
1348,11223,139,NULL
938,11224,490,NULL
939,11225,949,NULL
939,11226,595,73
939,11227,395,194
939,11227,395,378
939,11227,395,2021
939,11228,370,1539
939,11228,370,1006
939,11228,370,424
939,11228,370,2021
939,11228,370,180
1112,11228,148,NULL
940,11229,1410,24
940,11229,1410,81
940,11229,1410,306
940,11229,1410,134
940,11229,1410,388
1329,11229,96,NULL
1746,11229,702,NULL
1789,11229,1902,5264
1789,11229,1902,25
1789,11229,1902,11046
1789,11229,1902,81
1789,11229,1902,127
1789,11229,1902,185
1789,11229,1902,4601
1789,11229,1902,296
1789,11229,1902,389
1789,11229,1902,11047
1789,11229,1902,3444
1789,11229,1902,11048
1815,11229,411,NULL
940,11230,1289,388
940,11230,1289,306
940,11230,1289,134
940,11230,1289,127
940,11230,1289,81
940,11230,1289,73
940,11230,1289,389
1036,11230,4196,6855
1036,11230,4196,6853
1036,11230,4196,6854
1152,11230,238,NULL
1280,11230,2248,NULL
1711,11230,2361,10598
1711,11230,2361,10588
1711,11230,2361,6853
1711,11230,2361,6450
1711,11230,2361,10591
1711,11230,2361,10586
940,11231,1025,NULL
940,11232,742,73
940,11232,742,24
940,11232,742,79
940,11232,742,81
940,11232,742,1734
1036,11232,1565,NULL
1280,11232,1295,NULL
1711,11232,1298,10590
1711,11232,1298,6853
1711,11232,1298,10586
940,11233,388,NULL
940,11234,366,79
940,11234,366,195
940,11234,366,296
940,11234,366,306
940,11234,366,24
940,11234,366,134
1240,11234,290,NULL
1244,11234,221,NULL
1708,11234,285,NULL
940,11235,276,NULL
941,11236,11720,183
941,11236,11720,422
941,11236,11720,6275
941,11236,11720,49
1150,11236,606,7490
1398,11236,329,NULL
1875,11236,645,11487
941,11237,3584,234
941,11237,3584,296
941,11237,3584,840
941,11237,3584,1995
1279,11237,64,NULL
941,11238,1263,169
941,11238,1263,1754
941,11238,1263,296
941,11239,1096,NULL
941,11240,1041,625
941,11240,1041,1159
941,11240,1041,49
1215,11240,217,NULL
1248,11240,193,NULL
941,11241,510,NULL
1725,11241,150,NULL
941,11242,363,6273
941,11242,363,296
941,11242,363,3657
941,11242,363,213
941,11242,363,670
941,11242,363,49
941,11242,363,1159
941,11242,363,234
941,11243,316,NULL
941,11244,288,NULL
1727,11244,322,10691
942,11245,3,NULL
942,11246,3,NULL
942,11247,2,NULL
1693,11247,1,NULL
942,11248,1,NULL
942,11249,1,NULL
1440,11249,245,NULL
1632,11249,84,NULL
1674,11249,44,NULL
942,11250,1,NULL
942,11251,1,NULL
942,11252,1,6288
1511,11252,281,NULL
1528,11252,172,NULL
943,11253,139,1495
1191,11253,77,352
1421,11253,128,2726
1421,11253,128,370
1981,11253,214,79
943,11254,35,NULL
943,11255,33,NULL
943,11256,25,NULL
2069,11256,445,NULL
2030,11263,98,821
1589,11264,253,NULL
1371,11265,454,NULL
1677,11265,321,NULL
1015,11267,256,NULL
1271,11268,594,NULL
1877,11272,300,NULL
946,11273,157,NULL
946,11274,128,NULL
946,11275,123,NULL
946,11276,122,NULL
1067,11276,495,NULL
1981,11277,143,NULL
1383,11280,679,NULL
1840,11281,614,NULL
948,11282,209,NULL
948,11283,205,NULL
1325,11283,544,NULL
1655,11283,364,NULL
948,11284,169,2075
948,11285,158,NULL
948,11286,132,NULL
948,11287,122,NULL
948,11288,106,NULL
948,11289,106,NULL
1883,11289,1006,10490
1883,11289,1006,130
1883,11289,1006,391
1883,11289,1006,393
1883,11289,1006,836
948,11290,85,NULL
949,11291,1015,NULL
958,11291,45,NULL
949,11292,905,NULL
949,11293,835,NULL
949,11294,689,NULL
1111,11294,4221,NULL
949,11295,575,70
949,11296,476,NULL
949,11297,459,24
949,11297,459,309
949,11297,459,178
949,11298,413,187
949,11298,413,178
949,11299,332,NULL
949,11300,314,NULL
950,11301,143,25
950,11301,143,386
950,11301,143,1360
950,11301,143,615
950,11302,121,NULL
951,11303,3183,605
951,11303,3183,14
951,11303,3183,34
951,11303,3183,44
951,11303,3183,47
951,11303,3183,61
951,11303,3183,575
951,11303,3183,1208
951,11303,3183,1447
951,11303,3183,3511
951,11303,3183,5687
951,11303,3183,6327
951,11303,3183,6336
951,11303,3183,6337
951,11303,3183,6338
951,11303,3183,6339
951,11304,2445,NULL
951,11305,1744,NULL
951,11306,1281,NULL
951,11307,976,NULL
951,11308,663,6328
951,11308,663,605
951,11308,663,1266
951,11308,663,1208
951,11308,663,6327
951,11309,639,NULL
1194,11309,980,NULL
951,11310,635,NULL
951,11311,588,NULL
951,11312,539,NULL
951,11313,533,NULL
951,11314,522,NULL
951,11315,509,NULL
951,11316,476,NULL
1360,11316,157,18
2028,11316,137,NULL
951,11317,450,NULL
951,11318,448,NULL
951,11319,444,NULL
951,11320,422,NULL
1853,11320,500,NULL
951,11321,409,1208
951,11321,409,6328
951,11321,409,1266
951,11322,401,NULL
952,11323,650,NULL
1373,11323,346,NULL
952,11324,78,NULL
952,11325,62,NULL
952,11326,62,NULL
1687,11326,109,NULL
952,11327,58,NULL
952,11328,55,NULL
953,11329,39,NULL
954,11330,283,NULL
954,11331,215,NULL
1164,11331,258,NULL
1393,11331,350,NULL
1541,11331,225,NULL
954,11332,90,NULL
954,11333,83,NULL
1777,11333,254,NULL
954,11334,64,NULL
954,11335,54,NULL
1136,11335,103,NULL
1541,11335,163,NULL
955,11336,1424,25
955,11337,1093,6345
955,11337,1093,306
955,11337,1093,315
955,11337,1093,318
955,11337,1093,1754
955,11337,1093,1970
955,11337,1093,120
955,11337,1093,3577
955,11337,1093,3595
955,11337,1093,6341
955,11337,1093,6362
955,11337,1093,6342
955,11337,1093,6343
955,11337,1093,6346
955,11337,1093,6344
955,11337,1093,6364
955,11337,1093,6347
955,11337,1093,6352
955,11337,1093,6359
955,11337,1093,6357
955,11337,1093,6355
955,11337,1093,3332
955,11337,1093,167
955,11337,1093,24
955,11337,1093,292
955,11337,1093,299
955,11337,1093,302
955,11337,1093,305
955,11337,1093,73
955,11337,1093,39
955,11338,757,73
955,11338,757,6363
955,11338,757,352
955,11338,757,25
955,11338,757,3577
955,11338,757,210
1869,11338,164,NULL
955,11339,566,130
955,11339,566,210
955,11339,566,39
955,11339,566,352
955,11339,566,625
955,11339,566,25
1869,11339,400,NULL
955,11340,485,6356
955,11340,485,302
955,11340,485,299
955,11340,485,3595
955,11340,485,6365
955,11340,485,4948
955,11340,485,6364
